,,Weight,Weight,Weight,Weight,Weight,Weight,Value,Value,Value,Value,Value,Value,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count,Item_Count
ENDUSE,,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS,"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CAPITAL GOODS, EXCEPT AUTOMOTIVE",CONSUMER GOODS,"FOODS, FEEDS, AND BEVERAGES",INDUSTRIAL SUPPLIES AND MATERIALS,OTHER GOODS
Date,District,,,,,,,,,,,,,,,,,,
2019-11,"NEW ORLEANS, LA",29336567,49009397,52657433,145806847,321109825,1108318,478409953,3934800409,1604715329,126440376,2239943858,593851132,20489,126045,86458,1564,43131,25105
2019-11,"NEW YORK CITY, NY",75112490,137948432,475494394,685121857,599675222,8443935,1388919637,3324865840,8225382922,1720747759,4344887951,1001627802,37122,102809,506966,63484,87979,12974
2019-11,"NOGALES, AZ",149177,511468,10420378,143263,1464636,2708,145774692,678408843,138993180,352718041,113860689,297373160,7911,34522,15658,29097,7147,6671
2019-11,"NORFOLK, VA",38228421,66398742,146475361,79012329,191028097,1896822,239948203,944896902,967159745,205277675,461926004,43567277,7002,21314,54860,6421,18155,760
2019-11,"OGDENSBURG, NY",0,278,0,0,67116,0,151060834,316117532,372534179,206968817,1222022752,116834113,8162,16398,42944,15266,45662,4892
2019-11,"PEMBINA, ND",0,19155,0,0,0,0,111761517,236470527,210289475,205310481,720016193,160611719,4062,10927,9557,10407,24735,5104
2019-11,"PHILADELPHIA, PA",14956570,13498714,25483456,299308214,83585257,996508,393036126,643504098,2193543649,574822052,1287824624,53079956,11165,26345,40620,12186,13406,1691
2019-11,"PORT ARTHUR, TX",,79072,0,,38590,0,,19662771,408103,,464682539,37580,,7,7,,133,2
2019-11,"PORTLAND, ME",24390,584496,527949,4358584,4619779,97385,34032734,121198822,126965690,192295639,432326483,39981725,4230,998,3466,7850,9434,687
2019-11,"PROVIDENCE, RI",0,3759,6460,0,1468375,0,648931488,1165682,9549137,734860,181061035,7060,9892,33,857,1,118,2
2019-11,"SAN DIEGO, CA",10103,586481,674255,52342146,246161,173649,1128335950,1096779404,1253714779,347094314,216117805,169863915,18220,57591,79986,30170,30113,10664
2019-11,"SAN FRANCISCO, CA",19997783,55555387,114430019,184494038,217888739,1428278,666684769,2594622510,839045875,499229292,1478206968,166002116,10334,66998,75870,13173,20334,5684
2019-11,"SAN JUAN, PR",2598845,5424489,17839860,53289822,147069492,438477,158229811,211890974,856500832,87122262,832186493,14296021,869,2462,7318,2754,3073,305
2019-11,"SAVANNAH, GA",81594379,168595795,318499638,125337720,451374747,3728767,1647748018,2926553334,2971615672,565940881,1234703939,304303233,32302,73424,158808,8128,53851,5444
2019-11,"SEATTLE, WA",25386760,54807755,170469994,75225884,137602879,1637259,545508143,1574016789,1568749105,398496527,1376283334,312968216,10457,34469,93670,21505,45940,7946
2019-11,"ST. ALBANS, VT",0,0,0,0,0,0,16950597,224388669,63201833,52502299,216440733,19795434,1194,7984,8776,3289,17182,1101
2019-11,"ST. LOUIS, MO",11518307,37961834,49369958,18999428,84075168,2254997,56750861,371221902,335549022,43693706,381707548,55619758,3637,13936,23892,1836,12806,2910
2019-11,"TAMPA, FL",14159560,27428915,51503632,80299505,106099874,458270,961099833,367092944,418662744,125988635,382250340,31461742,12847,6806,35848,2352,7020,728
2019-11,U.S. VIRGIN ISLANDS,4363,11272,264483,1010702,498497,0,80958,65632,2097655,2250990,87631987,721680,10,11,98,76,19,1
2019-11,VESSELS UNDER OWN POWER,,0,,,,,,134182,,,,,,3,,,,
2019-11,"WASHINGTON, DC",1562,6192,509388,0,897,1250,5571898,218935863,563664690,4638794,36755727,35849913,490,8350,4060,407,2691,518
2019-11,"WILMINGTON, NC",4731282,16943095,39115924,2882902,47041879,431517,30796819,388833867,548769783,27709799,214400281,22541228,2050,16516,29498,300,9344,725
2019-12,"ANCHORAGE, AK",0,23243,8834,233250,2594459,22288,5775774,1337460494,68782642,1113394,92784981,116973824,516,22761,6340,19,2937,2412
2019-12,"BALTIMORE, MD",16857920,40436177,62603214,82094043,236190899,811370,1844082005,677082856,315001799,257937959,764334488,29755551,11315,13076,29100,7273,14289,392
2019-12,"BOSTON, MA",2945393,8688447,23474423,75636638,35034816,483366,86356264,673485290,454601371,143411125,750228744,99310812,809,24846,19400,4171,8266,2352
2019-12,"BUFFALO, NY",373853,2434458,558010,409236,5870413,25124,684431304,608876567,437040126,289924587,964082449,154354905,24995,31123,45088,25319,47892,8460
2019-12,"CHARLESTON, SC",80078527,92082413,100431516,42327331,291027650,1228245,543289216,1090677119,744435719,130631807,1040380276,27063322,26314,35205,45623,2799,30388,1301
2019-12,"CHICAGO, IL",41902561,100457547,115157976,81380903,180834468,1703782,513083294,5384826007,7049355614,302365443,3547774899,1506239766,26573,175724,114810,9511,69553,9481
2019-12,"CLEVELAND, OH",40947687,53833229,77399480,14055770,127660366,1530557,453932277,3902041234,2441805590,72791945,931330929,523691559,18473,180110,135948,1797,48330,20006
2019-12,"COLUMBIA-SNAKE, OR",3693465,5536337,7405116,3801403,26123990,132764,728310765,149740337,83498061,7389802,110111058,41296310,2037,5619,7043,319,3556,782
2019-12,"DALLAS-FORT WORTH, TX",26843694,33286266,80449465,5052722,50759886,119170,122505495,1686847293,1416386024,18350394,483536095,363036750,7541,48722,62884,1120,21004,5360
2019-12,"DETROIT, MI",17276366,10224902,6109001,4420295,25121014,303633,4243742554,1598104944,1321612325,595128958,2360510007,457358922,204668,59013,62128,46303,117771,20275
2019-12,"DULUTH, MN",0,0,5998,0,0,0,264811,8100487,67807254,76133801,760973642,5724241,7,488,7595,2383,17367,53
2019-12,"EL PASO, TX",1931129,13077047,4480853,1314451,6822162,20128,1199120894,3191270297,360201552,194955418,279815547,69901291,85086,104510,48509,6537,37152,4696
2019-12,"GREAT FALLS, MT",2131614,16507580,22399922,4332062,23994359,271429,47217069,389410871,198056816,259078791,1439804444,135375470,1735,11428,15284,8952,21450,4537
2019-12,"HONOLULU, HI",69568,546877,2455632,5050147,147419968,0,25770777,135513779,23954515,16104423,199232205,42344172,212,2528,5909,1189,1384,372
2019-12,"HOUSTON-GALVESTON, TX",18988629,122523994,133659584,189950071,493625149,3379079,419384341,1703308747,623767412,453048945,3419690584,196341766,11919,31882,46523,10734,34633,2360
2019-12,"LAREDO, TX",2079075,3218926,654613,1080273,2738679,13771,6376309252,3925655482,1362199734,1469131051,1265280244,202863088,302462,174154,145544,77898,93833,13901
2019-12,"LOS ANGELES, CA",179404572,347598776,1170819646,446003139,617997137,4926243,2835674421,7270558037,9210415668,1100508401,2988879983,361678438,58437,167073,595657,34371,103655,8294
2019-12,LOW VALUE,,,,,,0,,,,,,1482550723,,,,,,222
2019-12,"MIAMI, FL",15200880,25220216,92845603,257429807,179023565,4526262,185695493,825405966,1362061971,638736164,544608369,524763295,9913,21391,107489,29147,15256,7785
2019-12,"MILWAUKEE, WI",45324,1532355,514303,144,149835,1391,2292159,34165468,15485998,4808827,12806337,7830622,187,2916,1173,16,680,149
2019-12,"MINNEAPOLIS, MN",4163700,13946209,15639166,4513929,27281067,471424,47570894,397463280,181409002,27865799,592320610,26693498,2701,12776,12417,830,7919,949
2019-12,"MOBILE, AL",29999814,22174366,40029974,52821318,65246757,354355,226479773,532869979,489434974,26122578,651949363,27636855,6385,7405,33793,1125,6138,469
2019-12,"NEW ORLEANS, LA",31424045,50332833,56392007,40719207,177757313,1834285,425622563,4014350401,1711579615,169797047,1944409738,515069778,18836,133264,87778,1553,41838,22331
2019-12,"NEW YORK CITY, NY",82219723,145598417,466775852,752304673,583461764,8271631,1491091311,3665706361,7273860462,1812521623,5429352431,1552451771,44288,103442,483874,67399,87884,12457
2019-12,"NOGALES, AZ",205745,518066,7745438,52171,1786877,6835,328909029,576600623,132088344,431967110,141954694,251519825,17753,29215,14110,36794,6768,6391
2019-12,"NORFOLK, VA",38077593,68639565,147348620,74179254,242087936,1650545,241047791,861602578,929887187,197778466,477557916,32122101,7306,21358,56976,5849,19181,607
2019-12,"OGDENSBURG, NY",0,1015,20340,0,768,0,133461716,355271668,403397715,201414349,945245811,125623180,6774,15054,37961,14029,43479,4849
2019-12,"PEMBINA, ND",0,17448,0,0,0,0,106309870,226513510,278687336,218326865,802395885,161242624,3677,9421,9171,10761,24917,4163
2019-12,"PHILADELPHIA, PA",13424577,15736336,23959922,425094420,92417384,1345093,352482890,719414433,2347739413,810293760,1280912502,364630434,10547,27700,42573,15683,13620,1736
2019-12,"PORT ARTHUR, TX",,0,2132,,197093,,,113657,421798,,754060281,,,4,7,,137,
2019-12,"PORTLAND, ME",27637,834792,684617,26768735,3438801,19648,28749644,158021267,236764016,277028186,386648624,115374840,3845,1090,2831,8775,8571,698
2019-12,"PROVIDENCE, RI",357707,5269,3203,,22,7938,606652242,1032127,11268566,,118019741,54203,14301,27,790,,76,9
2019-12,"SAN DIEGO, CA",20211,868717,827638,63146820,374804,17843,1133500724,1055253185,908746033,335843728,202284115,141772401,17224,53252,68534,30290,27736,9329
2019-12,"SAN FRANCISCO, CA",20636058,57318441,109293365,201371501,185056853,1410900,832746226,2979885930,849560758,489809350,1485872253,153158476,11866,67537,70653,14220,21927,5711
2019-12,"SAN JUAN, PR",2729193,4610062,23972072,74756737,177803993,844167,124738629,235424272,546699095,85574808,536697475,13352699,783,2331,6609,2511,2898,305
2019-12,"SAVANNAH, GA",81269337,174117027,315943064,130661802,402116406,5212509,1685581607,3078393808,3082594026,599208682,1209098090,423581952,30207,75926,157930,8290,52957,6254
2019-12,"SEATTLE, WA",28241840,52885261,144709432,73391127,139429285,918764,671693814,1517827488,1340166077,400640384,1543579350,252513198,10766,34634,90520,20230,46284,7686
2019-12,"ST. ALBANS, VT",0,0,0,0,0,0,19411276,633866503,47130041,48903865,245544584,16241646,1458,8128,6901,3186,17490,1102
2019-12,"ST. LOUIS, MO",12234696,35615361,54565973,15409906,77982604,2345349,56240155,341946246,387573679,42699732,576082775,48569752,3720,13137,26455,2030,12433,2338
2019-12,"TAMPA, FL",17811054,21955800,54076397,70342774,107750011,446229,1085965991,396586697,540260042,135471814,409914838,53577053,16991,6953,38767,2275,7672,768
2019-12,U.S. VIRGIN ISLANDS,51855,17429,91820,320332,83453,3175,203466,1395661,2384858,1347607,69821086,703870,27,22,137,38,17,3
2019-12,"WASHINGTON, DC",39446,3334,543089,13812,41107,0,8834395,224580658,606171975,3996441,45078773,83047348,480,8788,3879,361,2370,527
2019-12,"WILMINGTON, NC",3831986,18265170,36761532,4113748,53738501,340227,27833286,412256966,386503318,36996541,258643242,24299540,2173,17300,29689,323,9269,1289
2020-01,"ANCHORAGE, AK",0,86345,0,1344066,2044903,0,4550112,927422422,54298104,1067556,85977925,63287786,409,17134,5201,37,2654,2308
2020-01,"BALTIMORE, MD",11932371,38066124,63962662,81094261,238401029,803954,1086547928,579747308,424115403,243092451,851165095,26368467,9955,10465,31702,6884,15078,309
2020-01,"BOSTON, MA",5555984,9884724,29063210,48599912,39672572,1075244,111645191,468857077,631061549,125784603,621601655,63657673,924,21479,19180,3857,8213,1814
2020-01,"BUFFALO, NY",744948,2321659,702210,1200113,2170188,27051,609573657,522642567,394131613,285713308,989528946,151907020,20371,32278,45152,25277,54727,9108
2020-01,"CHARLESTON, SC",82252528,96928720,108717633,38814598,298395483,4991107,608338955,1160288700,838243542,115215667,961368933,68256724,26728,35652,53584,2271,30216,998
2020-01,"CHICAGO, IL",41881718,105949642,136158477,76086489,185274801,2569375,499855126,4417338114,6135433506,297284230,3536835084,1044588071,26479,154282,113424,9068,69514,8759
2020-01,"CLEVELAND, OH",41999198,56041421,81104895,14545855,133457825,2236068,502749811,3586082816,2715738228,57607579,829220556,484289007,22292,168299,134967,1653,49495,19518
2020-01,"COLUMBIA-SNAKE, OR",4101147,8361438,10354341,4402863,27346708,191919,531480363,176243117,82838452,10728840,170409112,45351822,1227,6161,7133,331,3583,704
2020-01,"DALLAS-FORT WORTH, TX",31383209,46834927,92653596,5025325,58033920,228234,137735483,1459753709,1418595523,22514634,495000045,333156186,8226,44504,61705,1045,22164,5326
2020-01,"DETROIT, MI",17834027,9480326,7461807,21472054,28451588,233429,4045850175,1576014333,1211131226,602491586,2545389455,465514776,198029,62648,66420,46655,133535,22886
2020-01,"DULUTH, MN",0,3353,32961,0,0,0,583230,7234668,57219193,72722366,704377726,3256059,30,340,6025,2274,16344,42
2020-01,"EL PASO, TX",1937087,8280709,5904994,1605593,8522017,87127,1270295508,3252743682,435180487,158175607,291127191,56887633,102884,119608,51781,6117,44332,5693
2020-01,"GREAT FALLS, MT",2201511,19507046,26032789,4028956,24011395,395475,46723448,371577261,216892087,271587533,1299278244,140364965,1928,11943,16129,9644,21594,4938
2020-01,"HONOLULU, HI",89157,799506,2941078,5353277,60365434,17635,18358956,102943095,26435065,16653644,243558947,38191290,190,2416,5110,1031,1272,290
2020-01,"HOUSTON-GALVESTON, TX",20196678,126309027,142741498,185167428,548220861,5479694,378077489,1859415777,667070168,417751048,3520405280,199061011,13345,33296,51943,10792,36865,2538
2020-01,"LAREDO, TX",2080157,3109491,1014287,1141918,5593415,19291,6332511554,4009010016,1447433233,1774262196,1386410869,201410351,321656,192665,157209,90160,107791,15011
2020-01,"LOS ANGELES, CA",190633095,382335012,1322417553,467513729,675963023,6006283,2392742542,6980083470,10404166417,1157605226,3158914873,376286753,61057,168586,691485,35039,108656,8258
2020-01,LOW VALUE,,,,,,0,,,,,,1564999573,,,,,,223
2020-01,"MIAMI, FL",12409299,22388777,78455995,287571067,166186554,7105376,137393910,645474754,1302949272,659331944,541164217,398190313,7801,19711,94333,30121,13868,7244
2020-01,"MILWAUKEE, WI",41762,1958195,1471285,23500000,160310,51370,3876782,30853370,15781065,8995065,13981004,4653721,190,2709,1022,33,628,152
2020-01,"MINNEAPOLIS, MN",4392122,14138319,18886597,4976725,26696085,459823,56451317,363745692,187462597,22418527,496891331,22547469,3038,13192,13628,725,8214,1007
2020-01,"MOBILE, AL",30850849,22668967,39149651,86364797,66538755,328441,251667626,503088944,396945922,24830697,1060921927,16379629,7718,7694,30416,1025,6709,493
2020-01,"NEW ORLEANS, LA",31575349,64233649,60856288,50126327,312394509,5470164,582327820,3725074192,1697256104,190181163,2503151802,569135108,21290,126183,83153,1472,43538,23773
2020-01,"NEW YORK CITY, NY",77224895,143214371,495003245,795434290,634299279,19599909,1298396527,2959255714,8319974802,1991807981,4041313551,892674659,40669,95227,501949,68443,90036,11617
2020-01,"NOGALES, AZ",194606,822568,11270535,123297,2330230,3156,370647815,624827521,131369782,585862620,138454201,148469184,20428,31154,14916,50377,7587,6433
2020-01,"NORFOLK, VA",42191641,71616410,156408115,68370395,207066967,1303100,238518816,939118755,953487107,202890078,514314944,27025516,6959,20584,62332,6405,19195,540
2020-01,"OGDENSBURG, NY",0,0,4460,0,19731,0,123059325,316103398,455987886,194243748,1088031793,113600281,6607,15426,44787,14530,49007,5100
2020-01,"PEMBINA, ND",0,26610,1332,0,0,0,106805074,212694518,175521751,260258481,797724914,134014569,4342,10268,8248,12749,25980,4242
2020-01,"PHILADELPHIA, PA",11023735,15028800,26541386,409245252,114293235,1591151,438408087,804184218,2779305546,911428825,1257388198,591479573,9334,26264,37245,17253,14043,1696
2020-01,"PORT ARTHUR, TX",,6458,1774,,877094,0,,29112612,293974,,926949728,4500,,31,8,,190,1
2020-01,"PORTLAND, ME",23695,346355,352885,74069295,4452649,32375,29090843,61695705,105222665,184912752,440777797,72450935,4393,1277,2485,8151,9764,644
2020-01,"PROVIDENCE, RI",0,28302,12344,0,1816,46250,553826682,1123667,13665873,3889744,126279615,3024628,11077,38,791,5,92,4
2020-01,"SAN DIEGO, CA",108507,779516,1213220,53192403,473211,0,828753235,1090003932,907961309,358901266,232236875,178828298,14302,59556,75144,30204,32963,10893
2020-01,"SAN FRANCISCO, CA",20049642,65302875,125247833,204448725,241639385,9607461,640448532,2623665750,925661012,511876617,1400849211,152189431,10667,59068,74374,13461,21440,5846
2020-01,"SAN JUAN, PR",4482229,6599413,16635668,68647145,198805234,519089,131747869,111392943,580766563,84450043,946427793,13500614,1186,2442,6538,2506,3215,326
2020-01,"SAVANNAH, GA",87141788,179513106,359149914,122288820,415559414,4653541,1490909540,2974075804,3284614092,663399764,1326550448,288929726,32590,72878,183467,8427,56883,5813
2020-01,"SEATTLE, WA",24205455,51251927,153451661,153264841,153091633,1789572,533175164,1361435413,1274143164,371865135,1447514619,259840806,9683,33985,98666,19242,47696,7081
2020-01,"ST. ALBANS, VT",0,0,0,0,0,0,12407839,110239048,53945872,51455985,244179143,13776317,1100,6519,7976,3383,18389,1084
2020-01,"ST. LOUIS, MO",16783858,49011631,62415379,15720502,89438744,2684635,69043604,377718690,383850748,47402413,642644588,46212953,4558,15113,28455,1965,14018,2585
2020-01,"TAMPA, FL",14614646,29623765,54976622,81712948,80537616,290433,1023150066,322307296,391235480,152477156,572608430,65275868,14820,6089,32661,2734,7792,734
2020-01,U.S. VIRGIN ISLANDS,21170,11272,45145,495203,11405,28283,94212,492495,493510,902600,109165120,32250,15,8,37,24,5,1
2020-01,VESSELS UNDER OWN POWER,,0,,,,0,,793974,,,,87500,,8,,,,2
2020-01,"WASHINGTON, DC",0,9272,628644,17563,11982,528,4376098,161816075,217901752,6584359,46038010,32017528,355,7962,3622,385,2462,500
2020-01,"WILMINGTON, NC",4522658,25423623,38057265,4643769,55724937,484267,27063297,363077780,248700400,25853085,252802798,17037130,1832,15706,24416,361,9821,919
2020-02,"ANCHORAGE, AK",0,174810,618456,64838,1968818,0,3343194,857321229,42541123,383168,75140811,51714357,343,15370,3722,14,2370,2318
2020-02,"BALTIMORE, MD",14464490,31506422,59331106,72948217,163008598,600031,1241703803,489727610,320540749,218493092,566730423,15373595,9871,10205,28718,5551,12450,265
2020-02,"BOSTON, MA",4982026,12274897,27720559,68182933,28426170,705928,79095571,570922365,484129111,121431516,406755561,88590618,965,23713,17850,3256,7602,1929
2020-02,"BUFFALO, NY",647397,1595102,606226,3788515,1147909,9867647,674611362,455336041,353207180,267292416,925845505,162923202,25546,30926,40991,23226,50736,8489
2020-02,"CHARLESTON, SC",96723656,123350102,113690049,32180833,322234067,3522287,571288567,1247978578,826119923,99159138,1042553682,70566921,31146,38420,48243,2149,32439,1565
2020-02,"CHICAGO, IL",37042185,83629506,103406580,62550102,162576628,2369911,486617401,3452729117,4577897896,237153691,3061791553,1308083142,25550,138992,99361,7281,60088,7719
2020-02,"CLEVELAND, OH",43422492,49935917,74541949,12096228,117444525,2908398,523708344,3238107211,2708475958,50526615,750054444,502072478,22061,158324,126288,1448,46017,19780
2020-02,"COLUMBIA-SNAKE, OR",3611534,5019624,8827127,7678905,21978273,196182,584428639,136479152,67887753,7053393,152163613,22546773,1435,5257,7033,170,2938,625
2020-02,"DALLAS-FORT WORTH, TX",23161968,47004779,71211571,3381683,40720952,414395,124475819,1180514241,1390065858,18541734,496252971,300726828,7700,38338,55137,1089,17884,5043
2020-02,"DETROIT, MI",14047003,7734193,6542557,3513308,25574337,352140,4176317649,1617411426,1091498030,555061251,2302033985,506657297,213731,63092,61086,44866,127648,22633
2020-02,"DULUTH, MN",0,0,23043,0,0,0,744415,8774760,55812081,55823725,660043123,8126176,20,398,5839,1625,17283,71
2020-02,"EL PASO, TX",2212211,6198500,3766049,1040468,5912757,71974,1445335247,2973378133,413532162,140481238,281825230,62432362,106207,109807,54221,5680,45167,6140
